confFrom,confTo,pvalue
naacl,acl,0.00441108020878101
nips,acl,0.0010544633699212
acl,pricai,0.00689355907269856
acl,uai,1.16976877565957e-05
connection,alt,8.87528593095457e-200
alt,cvpr,2.99732582157519e-153
cvpr,alt,2.25490655628073e-05
alt,icml,0.00925835631723688
ictai,alt,2.05202233211777e-168
alt,ml,0.00208986576665274
alt,naacl,0.00649533811887178
alt,nips,2.80978539759455e-06
nips,alt,0.00112377081835637
alt,pricai,2.43677211686037e-32
alt,uai,1.73752553413853e-07
coling,bmvc,9.39175345034425e-263
bmvc,cvpr,0.000334959539386703
bmvc,ecai,0.000220659450684415
bmvc,gecco,2.39082241489796e-06
gecco,bmvc,3.49468436952634e-08
bmvc,icann,0.00308931036536884
icb,bmvc,2.78651946327822e-14
bmvc,iccv,1.23643162451935e-07
iccv,bmvc,6.26716769790447e-06
bmvc,icdar,0.0060604848053998
bmvc,icml,0.00959268952645254
icml,bmvc,0.00937370115077328
bmvc,iconip,7.48771449116253e-07
iconip,bmvc,4.05612219761106e-185
ijcnn,bmvc,7.26067646005038e-257
bmvc,ml,1.3249200494704e-20
ml,bmvc,1.34556009512805e-07
nips,bmvc,0.00719288528275256
bmvc,uai,3.80088401618566e-97
uai,bmvc,0.00241736465457247
coling,colt,2.70345223698972e-20
colt,coling,2.51108480406616e-11
coling,cvpr,0.00271473344820996
cvpr,coling,1.25837209168394e-06
ecai,coling,0.00435924637803109
icann,coling,0.00351101888469438
icdar,coling,4.05238376774836e-05
coling,icml,0.001519424409369
icml,coling,0.002430694866458
coling,iconip,6.93201522103539e-05
iconip,coling,1.18584606224276e-05
coling,ijcai,0.0022662274892746
ijcai,coling,0.000656467523262048
coling,kr,4.55197500844373e-10
coling,ml,0.000700859085206371
ml,coling,0.000197290602869193
coling,nips,0.000537646662737929
nips,coling,0.000481081477998011
coling,pricai,0.00302359316960899
pricai,coling,3.01128674743143e-05
colt,cvpr,0.000927538342345476
cvpr,colt,1.10861376538107e-177
eccv,colt,1.55084638283426e-05
colt,iccv,5.298371420982e-57
iccv,colt,4.94043580942564e-06
colt,icml,0.000373621821945098
icml,colt,0.00115387177699496
colt,iconip,1.94775856504372e-45
colt,icpr,0.00113379682855338
icpr,colt,2.26258601681986e-12
ictai,colt,9.84629894548736e-73
colt,ijcai,2.0165218551319e-19
ijcai,colt,1.8074213585646e-251
ml,colt,0.00166215322013333
colt,uai,0.000217264754640152
connection,cvpr,2.60625910986453e-212
cvpr,connection,5.09155673631437e-06
connection,ecai,2.7255059210771e-307
ecai,connection,0.000300924326102984
gecco,connection,4.71836863682554e-71
connection,iccv,1.22997046930233e-168
connection,icra,3.72743665552732e-05
ictai,connection,7.42485828632009e-266
connection,ijcnn,1.82238360760057e-80
ijcnn,connection,1.32870149928539e-05
connection,naacl,2.19910561398385e-238
ecai,cvpr,0.0036329061453984
cvpr,eccv,2.40110778358305e-05
cvpr,emnlp,3.38870944700278e-29
emnlp,cvpr,0.00830322677037316
cvpr,gecco,2.16251549318412e-12
cvpr,icann,0.002062757817307
cvpr,icb,0.000186487906384471
icb,cvpr,2.96224662300978e-12
cvpr,iccv,0.000942469150812204
iccv,cvpr,0.00917759695981067
cvpr,icml,1.16935702158942e-54
icml,cvpr,3.60362389109922e-09
cvpr,iconip,4.5940232456516e-45
iconip,cvpr,0.000102648467706104
cvpr,icpr,0.000119251688615956
ijcnn,cvpr,0.000932948485594752
ml,cvpr,0.00157539758528098
cvpr,naacl,0.000131865588500734
naacl,cvpr,1.05332338765891e-88
nips,cvpr,0.00545981429268865
pricai,cvpr,3.48532756060394e-07
pris,cvpr,4.39565221972416e-81
cvpr,uai,0.00100714208729937
eccv,ecai,4.51927636659104e-07
ecai,gecco,0.00669366665641831
iccv,ecai,0.000170393741954386
ecai,icdar,6.37270046782944e-228
icpr,ecai,6.54827515352698e-05
ecai,ijcai,0.000170485642487137
ijcnn,ecai,0
ecai,kr,0.0056778722522297
ecai,nips,0.00300347618024367
eccv,emnlp,1.25938245320133e-06
eccv,gecco,3.28489072572997e-18
eccv,icann,0.00995461885715993
eccv,icb,6.48866178214939e-06
icb,eccv,3.44267302973412e-13
eccv,iccv,0.000296345275340225
iccv,eccv,0.00877485651894896
eccv,icdar,2.00909544779417e-07
icdar,eccv,1.03666758899806e-79
eccv,icml,0.00997206072923456
icml,eccv,0.00259774855493027
eccv,icpr,1.39742446695756e-06
icpr,eccv,0.00340101384105433
eccv,icra,0.00731693129584007
icra,eccv,0.000876409110884916
eccv,ictai,0.000256480823592274
eccv,ijcai,3.40726058857981e-91
ijcai,eccv,6.13137199330668e-18
eccv,ml,9.14732218673301e-05
ml,eccv,1.77585899679471e-06
nips,eccv,0.000380484695998254
uai,eccv,0.00294012115471497
iccv,emnlp,6.22302671027608e-05
icdar,emnlp,0.00964961189835465
emnlp,icra,0.00230422991985374
ilp,emnlp,6.43216693090061e-122
ml,emnlp,0.00577214335256339
emnlp,naacl,0.00437419648072641
emnlp,nips,0.00169966650338863
nips,emnlp,0.000877044838973883
gecco,icann,1.79652121030418e-05
icann,gecco,7.43609373498971e-119
gecco,icb,0
gecco,icml,1.0099562501455e-103
gecco,iconip,9.19974570322948e-83
iconip,gecco,0.00636344932011175
gecco,icpr,4.89543198028767e-21
icpr,gecco,6.27196185238863e-25
gecco,icra,3.69274939401228e-12
icra,gecco,7.58768285525796e-11
ictai,gecco,9.8556136038384e-32
gecco,ijcai,7.74396800577799e-34
ijcai,gecco,6.01999250879618e-05
gecco,ijcnn,1.37382063780799e-149
ijcnn,gecco,0.000303478619293454
ilp,gecco,0.000845082764610165
gecco,ml,9.76451446205332e-131
pricai,gecco,0.00188863663774144
icb,icann,0.000371104697181115
icann,iconip,0.00330162452585333
iconip,icann,0.00299347986087226
icra,icann,0.00617519068377513
icann,ijcnn,0.00253070479046164
ijcnn,icann,2.42322064787412e-10
icann,naacl,2.24022078045576e-42
naacl,icann,4.0500802777426e-05
icann,pricai,0.00156665735781341
pricai,icann,0.00802570563171717
pris,icann,0.00281163711203249
icann,uai,1.92316168283048e-30
icaps,ml,1.94123600427579e-45
icaps,pricai,0.00267182844941454
icb,iccv,8.88645936330414e-29
iccv,icb,0.00183171107998711
icb,icdar,3.9429717314806e-217
icdar,icb,0.00164792736842491
icb,icpr,5.85165835075541e-08
icpr,icb,0.000123989811275998
icb,icra,8.01953617867222e-60
icb,nips,2.31439431994631e-246
iccbr,icdar,8.67674790110682e-169
iccbr,iconip,0.00443698395560904
iconip,iccbr,1.68380731798234e-121
ictai,iccbr,2.80162779421601e-31
iccbr,ilp,6.80732428802974e-119
ilp,iccbr,0.00126813698307287
iccbr,kr,0.00424383699260819
iccbr,ml,0.00427336322312589
pricai,iccbr,4.27814396049093e-05
iccv,icdar,0.000539522213217403
icdar,iccv,0.000294828800315947
icml,iccv,0.0058237305155925
iccv,iconip,0.0096747145705546
iconip,iccv,0.00371104813580584
ictai,iccv,1.3151052853569e-05
iccv,ml,0.00339273846685778
ml,iccv,8.33759649051791e-05
iccv,naacl,7.41542336782678e-133
nips,iccv,0.0018165454996891
iccv,uai,0.000247767670171955
uai,iccv,0.00460014497632237
icpr,icdar,0.000340151183513939
ijcnn,icdar,0
icdar,ilp,0
icdar,nips,1.60070772399718e-05
nips,icdar,0.000523594539572326
icml,iconip,0.000152985656684329
icml,icpr,0.000114880093224079
icpr,icml,3.27194779324e-05
icml,ijcnn,3.22360218806614e-07
icml,naacl,0.000176956815701574
naacl,icml,0.00849990063079351
nips,icml,3.31769636636446e-05
icml,uai,0.00946696308035056
icpr,iconip,5.68065300041932e-07
ictai,iconip,0.00203849864421833
ijcai,iconip,0.00798186663552664
iconip,naacl,9.95681236042157e-231
naacl,iconip,7.21258032156531e-08
iconip,nips,0.000929859669104561
iconip,pricai,0.00121280733570757
icra,icpr,0.00681762522256845
ijcai,icpr,3.80494324512509e-05
ijcnn,icpr,3.29185986820471e-06
icpr,ml,0.00988806088688043
ml,icpr,0.00609060051233191
icpr,naacl,2.31042257752846e-96
uai,icpr,0.00106950321080046
ictai,icra,0.00216689824895464
icra,ijcnn,3.88133366644615e-16
ijcnn,icra,2.41234696605952e-20
icra,ilp,8.1365303766864e-09
icra,naacl,8.96442389812839e-31
naacl,icra,1.51452336389517e-97
icra,pricai,1.15306375758622e-05
pricai,icra,0.00725685241595623
ictai,ilp,0.00229725644919677
ictai,kr,0.000892619574524059
kr,ictai,0.00309453847934589
ictai,naacl,4.02368967619127e-05
pricai,ictai,7.1490958626105e-07
ijcnn,ijcai,0
ilp,ijcai,0.00768567629149655
kr,ijcai,0.00229771563053728
ijcai,uai,0.00525641297748202
ml,ijcnn,7.65896846077498e-07
ijcnn,naacl,6.48614913728269e-193
naacl,ilp,4.56160043273479e-20
ilp,pricai,1.36781031763823e-05
uai,ilp,2.47994358165074e-05
nips,kr,1.98736901526941e-152
pricai,ksem,1.38079454125357e-47
naacl,ml,0.000687254608665809
naacl,nips,1.71900764035416e-42
nips,naacl,0.00304226956282305
nips,pris,6.59860362570893e-81
nips,uai,0.000107553376515798
uai,nips,0.00972654583169777
